account_id,line_type,amount,fee,valuation,cash_flow,month_start_mv,month_end_mv
S003023,DIVIDEND,-967.01,0.0,-672.46,-294.54,37878.68,36909.17
S002258,INTEREST,-424.46,0.0,-19.88,-404.58,12255.05,11814.52
S002074,TRADE,22.09,0.0,159.29,-137.2,7961.94,7994.94
S002423,TRADE,1582.21,0.0,1392.86,189.35,28579.06,30134.57
S002150,DIVIDEND,8.82,0.0,109.29,-100.47,5173.69,5183.68
S002752,TRADE,259.53,0.0,315.77,-56.24,15975.97,16251.42
S002611,DIVIDEND,-174.53,0.0,856.67,-1031.2,50362.66,50161.15
S002236,TRADE,469.77,0.0,208.91,260.85,22131.24,22589.11
S002844,TRADE,321.0,0.0,867.89,-546.88,33939.95,34225.97
S002783,TRADE,69.94,0.0,91.36,-21.42,6515.47,6592.09
S002769,FEE,5.32,-7.72,78.3,-65.26,9763.21,9773.01
S002613,TRADE,-5.29,0.0,-8.83,3.54,6346.01,6341.44
S002765,TRADE,-683.33,0.0,-291.33,-391.99,19926.56,19226.68
S002048,TRADE,93.06,0.0,224.29,-131.22,8316.65,8412.48
S002644,FEE,55.08,-6.17,181.58,-120.34,6185.87,6238.96
S002997,TRADE,100.23,0.0,298.04,-197.8,6235.24,6324.7
S002406,TRADE,-64.08,0.0,191.77,-255.85,10916.27,10850.1
S002032,INTEREST,329.29,0.0,74.63,254.66,17797.32,18114.35
S002441,INTEREST,1248.16,0.0,864.1,384.07,37156.62,38431.04
S002891,FEE,126.89,-5.53,158.61,-26.19,5619.71,5742.97
S002301,TRADE,-12.64,0.0,106.94,-119.59,4817.01,4806.62
S002921,INTEREST,278.72,0.0,343.0,-64.29,16439.2,16710.27
S002286,FEE,3871.57,-64.11,1615.45,2320.23,66687.4,70582.14
S002618,DIVIDEND,-118.88,0.0,-332.11,213.23,37019.43,36968.29
S002811,ADJUSTMENT,208.96,-0.79,99.48,110.27,7201.49,7417.97
S002500,FEE,-5.62,-12.0,10.01,-3.63,17992.03,17979.57
S002291,FEE,561.75,-9.22,304.74,266.23,16807.7,17378.23
S002033,INTEREST,-337.07,0.0,-212.86,-124.21,25567.18,25245.32
S002465,INTEREST,-76.25,0.0,10.44,-86.69,4401.92,4321.42
S002899,INTEREST,-201.62,0.0,-162.33,-39.29,14188.24,13997.6
S002517,TRADE,-105.62,0.0,-124.3,18.68,12061.31,11944.85
S002996,DIVIDEND,-604.32,0.0,-478.41,-125.91,31897.61,31276.72
S002817,DIVIDEND,82.68,0.0,208.96,-126.27,7811.99,7905.13
S002955,INTEREST,1454.34,0.0,395.14,1059.2,29193.09,30634.44
S002952,TRADE,75.74,0.0,-105.72,181.46,7552.59,7640.39
S002760,DIVIDEND,381.67,0.0,369.8,11.88,21577.61,21925.14
S002419,TRADE,413.22,0.0,256.58,156.63,23589.63,24011.41
S002948,TRADE,659.94,0.0,199.21,460.73,17953.54,18621.26
S002267,DIVIDEND,100.07,0.0,75.58,24.49,14515.21,14622.69
S002851,TRADE,-303.55,0.0,184.39,-487.94,13717.95,13403.69
S002105,TRADE,569.43,0.0,180.55,388.89,11632.01,12199.66
S002502,INTEREST,525.26,0.0,174.79,350.46,15750.12,16264.19
S002298,TRADE,-212.07,0.0,-112.1,-99.97,5122.46,4920.77
S002207,TRADE,1187.72,0.0,529.83,657.88,17226.97,18411.61
S002605,TRADE,412.32,0.0,48.86,363.46,15166.01,15568.11
S002766,DIVIDEND,676.52,0.0,467.68,208.84,11443.91,12103.39
S002108,DIVIDEND,-46.61,0.0,-65.26,18.65,12877.07,12838.57
S002717,TRADE,-220.87,-660.928,-265.2,44.33,13218.56,13000.38
S002952,DIVIDEND,54.18,0.0,165.21,-111.03,4767.53,4822.38
S002791,FEE,-60.76,-6.7,228.38,-282.44,8550.67,8469.95
S002887,TRADE,3.17,0.0,-19.57,22.74,6878.14,6873.18
S002159,INTEREST,32.63,0.0,-117.26,149.89,9054.7,9088.09
S002602,ADJUSTMENT,189.77,-3.27,115.95,77.09,5834.42,6018.65
S002726,TRADE,9.23,0.0,-1.7,10.93,6392.97,6405.85
S003049,TRADE,-554.13,0.0,-306.94,-247.19,21050.58,20502.71
S003129,TRADE,119.01,0.0,250.18,-131.17,11005.75,11127.63
S002977,TRADE,-260.6,0.0,58.28,-318.88,35246.64,34977.4
S002082,DIVIDEND,338.41,0.0,283.6,54.81,17383.04,17740.54
S002981,DIVIDEND,-300.52,0.0,74.62,-375.14,17752.11,17427.71
S002138,TRADE,-196.36,0.0,130.08,-326.43,13228.5,13014.6
S002721,TRADE,207.4,0.0,192.21,15.19,8676.33,8887.64
S002678,TRADE,-102.7,0.0,-179.56,76.87,8515.35,8420.5
S002396,DIVIDEND,-283.22,0.0,-257.95,-25.27,11847.89,11572.69
S002635,TRADE,582.16,0.0,-648.6,1230.75,39061.18,39612.26
S003037,DIVIDEND,380.72,0.0,16.13,364.59,13695.48,14069.17
S002339,TRADE,139.02,0.0,-3.3,142.32,19911.89,20040.65
S002022,DIVIDEND,-47.13,0.0,-114.72,67.6,6911.82,6857.86
S002207,TRADE,486.21,0.0,-249.43,735.64,22728.87,23177.16
S002298,TRADE,692.99,0.0,146.46,546.53,15931.23,16607.49
S003150,TRADE,-3035.78,0.0,-1725.12,-1310.66,56746.99,53717.35
S002552,TRADE,257.87,0.0,-34.72,292.59,12951.64,13207.89
S002122,TRADE,437.6,-1852.671,498.84,-61.24,37053.42,37506.24
S002050,TRADE,-33.61,0.0,-72.88,39.27,20375.28,20348.37
S003043,TRADE,-227.53,0.0,-81.5,-146.03,4427.12,4202.63
S002447,ADJUSTMENT,107.78,-4.96,146.67,-33.93,11894.74,12007.62
S003067,TRADE,74.49,0.0,17.7,56.79,10095.5,10171.2
S002760,TRADE,60.02,0.0,-26.69,86.71,17346.72,17405.55
S002049,DIVIDEND,-91.07,0.0,403.04,-494.11,15959.8,15844.69
S002918,TRADE,-841.33,0.0,-616.43,-224.9,18218.69,17384.88
S002826,DIVIDEND,-352.04,0.0,-150.9,-201.14,7186.09,6829.81
S002684,TRADE,-293.06,0.0,107.78,-400.84,11289.59,10987.05
S002942,DIVIDEND,982.03,0.0,142.32,839.72,25508.04,26503.55
S002710,TRADE,27.06,0.0,-93.29,120.35,2812.38,2835.49
S002668,FEE,1395.05,-1.35,795.25,601.15,23038.71,24406.98
S002583,DIVIDEND,-87.18,0.0,35.24,-122.42,11562.67,11491.15
S002753,INTEREST,-148.63,0.0,28.46,-177.09,19755.84,19613.42
S002104,TRADE,40.96,0.0,83.24,-42.28,5605.07,5652.33
S003058,TRADE,216.12,0.0,321.07,-104.95,14427.75,14649.93
S003199,DIVIDEND,-410.0,0.0,40.19,-450.19,23877.39,23479.44
S002252,FEE,-1391.51,-13.57,4179.186,-884.56,0.0,15895.93
S002897,TRADE,109.89,0.0,6.8,103.1,33077.59,33178.3
S002998,DIVIDEND,-119.01,0.0,350.75,-469.76,18653.72,18542.81
S002887,FEE,-299.41,-8.1,-119.96,-171.34,8307.07,8003.7
S003052,TRADE,-33.02,0.0,42.34,-75.36,6783.18,6749.25
S002074,DIVIDEND,720.09,0.0,1617.65,-897.56,33000.05,33694.68
S003122,TRADE,221.55,0.0,482.95,-261.4,14557.5,14785.17
S003159,TRADE,76.53,0.0,25.67,50.86,4392.27,4470.33
S003036,TRADE,-42.55,0.0,102.76,-145.31,6421.58,6375.06
S002137,TRADE,1438.56,0.0,284.29,1154.27,23768.22,25187.15
S002314,DIVIDEND,-96.62,0.0,30.88,-127.51,9525.64,9409.73
S002773,DIVIDEND,-1037.55,0.0,-949.69,-87.86,65517.61,64441.67
S002676,DIVIDEND,-429.92,0.0,-237.25,-192.67,17569.52,17162.08
S002900,TRADE,78.63,0.0,-23.09,101.72,8373.96,8452.95
S002547,TRADE,1713.46,0.0,1449.44,264.02,43787.1,45446.97
S002294,TRADE,105.39,0.0,87.26,18.13,6094.5,6193.87
S002291,ADJUSTMENT,95.32,-27.41,248.7,-125.97,40007.87,40160.06
S002402,TRADE,346.72,0.0,-55.95,402.67,9451.4,9796.12
S002190,DIVIDEND,243.22,0.0,339.71,-96.49,10935.1,11173.7
S002786,INTEREST,-196.58,0.0,14.92,-211.49,8176.2,7974.91
S002564,TRADE,-290.74,0.0,39.09,-329.83,13037.67,12753.62
S002807,TRADE,-669.55,0.0,-138.05,-531.5,12417.94,11750.74
S002451,TRADE,-63.78,0.0,-47.42,-16.36,29647.64,29611.53
S002085,TRADE,19.67,0.0,-67.54,87.2,18069.91,18105.03
S002090,TRADE,204.81,0.0,40.63,164.18,7224.55,7437.91
S002620,TRADE,351.39,0.0,712.45,-361.07,25688.67,26032.71
S002024,INTEREST,-480.74,0.0,-953.86,473.12,21577.75,21096.75
S002272,DIVIDEND,-97.55,-148.186,-120.63,23.09,2963.72,2865.83
S002398,DIVIDEND,337.16,0.0,138.75,198.41,18442.88,18740.69
S002856,TRADE,-77.89,0.0,-188.92,111.03,10309.36,10229.43
S003165,DIVIDEND,-18.47,0.0,-61.45,42.99,3020.28,3002.22
S002396,INTEREST,-962.94,0.0,-326.12,-636.82,21987.12,21017.47
S002855,FEE,180.41,-5.4,253.42,-67.61,5747.56,5931.25
S002310,ADJUSTMENT,183.76,-9.6,666.44,-473.09,22037.65,22208.26
S002874,INTEREST,-206.29,0.0,32.7,-238.99,9133.06,8922.8
S003120,TRADE,579.82,0.0,291.81,288.01,18598.95,19202.77
S003163,DIVIDEND,580.71,0.0,503.82,76.89,11027.28,11603.57
S002522,ADJUSTMENT,1.91,-5.18,3657.786,-89.27,0.0,13288.93
S002431,DIVIDEND,440.11,0.0,222.11,217.99,43442.91,43849.26
S002001,TRADE,587.16,0.0,424.85,162.31,14039.98,14634.55
S002135,TRADE,-240.36,0.0,46.15,-286.5,15697.21,15491.66
S002334,DIVIDEND,190.28,0.0,213.22,-22.94,30817.91,31026.79
S002076,TRADE,165.04,0.0,-0.34,165.37,7917.16,8085.9
S002543,TRADE,279.18,0.0,0.13,279.05,8027.63,8302.69
S002988,DIVIDEND,1014.04,0.0,898.29,115.75,18250.39,19257.65
S002135,DIVIDEND,79.13,0.0,55.96,23.17,5252.05,5324.02
S002448,TRADE,714.86,0.0,502.61,212.24,19487.04,20206.52
S002959,FEE,-141.16,-18.16,159.62,-282.62,12708.14,12564.89
S002339,TRADE,466.57,0.0,605.08,-138.51,61088.1,61514.05
S003010,TRADE,658.72,0.0,610.0,48.71,8226.62,8878.85
S002233,TRADE,921.7,0.0,542.84,378.86,23419.77,24374.84
S002163,FEE,32.2,-2.64,-32.54,67.39,3629.7,3659.88
S002941,TRADE,144.18,0.0,57.63,86.55,5219.55,5369.11
S002701,TRADE,11.57,0.0,81.08,-69.51,8834.81,8839.62
S002762,TRADE,-9.36,0.0,-70.51,61.14,5294.14,5281.27
S002960,DIVIDEND,1600.75,0.0,1166.94,433.81,31906.83,33530.97
S002528,FEE,505.87,-26.19,559.41,-27.35,15457.5,15962.26
S003181,FEE,46.21,-20.33,52.55,13.99,14763.94,14799.89
S003143,TRADE,49.42,0.0,-3.77,53.18,4760.94,4815.83
S003122,TRADE,-625.6,0.0,938.14,-1563.74,30880.58,30227.68
S002677,DIVIDEND,-904.47,0.0,-469.8,-434.67,28119.94,27180.48
S002668,FEE,567.5,-8.74,260.77,315.46,9307.26,9886.19
S003078,TRADE,827.94,0.0,96.07,731.87,17530.75,18347.82
S002318,FEE,519.54,-21.59,321.24,219.89,16826.93,17342.07
S003065,TRADE,-275.13,0.0,9.62,-284.75,10761.72,10498.97
S002571,TRADE,-829.99,0.0,-292.89,-537.1,24226.94,23376.48
S002502,TRADE,-482.62,0.0,-234.56,-248.05,5077.44,4586.96
S002463,DIVIDEND,-400.69,0.0,159.61,-560.29,30227.24,29783.92
S002045,TRADE,-19.37,0.0,185.54,-204.91,23757.83,23787.57
S002888,ADJUSTMENT,-426.94,-5.23,-154.61,-267.1,6673.29,6246.1
S002989,TRADE,2568.09,0.0,1811.25,756.84,66275.78,68785.23
S002557,DIVIDEND,32.6,0.0,703.54,-670.94,60485.09,60585.65
S002672,DIVIDEND,1890.18,0.0,1078.93,811.25,38648.79,40526.23
S003042,FEE,1014.77,-11.19,890.49,135.48,24618.31,25701.96
S002615,FEE,153.88,-21.52,145.04,30.36,11953.75,12098.01
S003021,DIVIDEND,18.49,0.0,-96.85,115.33,11817.92,11847.0
S002828,TRADE,111.66,0.0,146.52,-34.86,3982.21,4090.98
S002105,TRADE,104.91,0.0,131.04,-26.13,11902.79,12008.62
S002615,DIVIDEND,514.79,0.0,538.69,-23.91,13375.89,13893.04
S002527,INTEREST,235.29,0.0,343.9,-108.61,18035.05,18247.41
S002218,TRADE,-208.82,0.0,-194.05,-14.77,12767.43,12568.14
S002303,DIVIDEND,-246.29,0.0,98.17,-344.46,11020.12,10792.38
S003136,FEE,124.61,-3.06,115.6,12.07,5041.61,5164.39
S002457,DIVIDEND,34.36,0.0,108.65,-74.3,18943.86,18960.81
S002448,INTEREST,-586.42,0.0,-303.79,-282.63,14518.39,13924.8
S002509,DIVIDEND,-66.58,0.0,-433.78,367.2,10700.17,10625.65
S002950,TRADE,-175.22,0.0,356.62,-531.83,15660.44,15491.89
S002313,INTEREST,67.61,0.0,157.93,-90.31,5628.06,5697.41
S002201,TRADE,-81.25,0.0,238.96,-320.21,14625.49,14545.1
S003110,DIVIDEND,280.78,0.0,393.79,-113.01,29073.78,29324.99
S003035,TRADE,-296.0,0.0,-107.69,-188.32,16953.14,16635.72
S002743,TRADE,788.37,0.0,849.52,-61.15,26028.47,26847.37
S002845,TRADE,129.87,0.0,240.08,-110.22,9772.6,9897.53
S002818,INTEREST,352.46,0.0,543.43,-190.96,19892.54,20236.49
S002858,DIVIDEND,-28.95,0.0,-161.08,132.14,8366.64,8326.38
S003160,DIVIDEND,-39.96,0.0,-75.57,35.61,9201.41,9167.67
S002678,DIVIDEND,-328.97,0.0,3113.8340000000003,-500.2,0.0,10569.17
S002612,TRADE,-130.02,0.0,504.24,-634.26,22728.78,22601.37
S002166,TRADE,696.1,0.0,393.15,302.95,8325.53,9024.14
S002496,FEE,-38.21,-1.4,22.95,-59.76,4860.67,4818.88
S002332,FEE,109.2,-2.3,72.11,39.4,3124.39,3234.37
S002985,ADJUSTMENT,1576.31,-19.46,642.49,953.28,21639.4,23189.01
S002135,TRADE,333.15,0.0,80.99,252.16,15896.32,16239.06
S002642,TRADE,-127.17,0.0,-11.23,-115.93,5047.95,4916.81
S002116,DIVIDEND,893.2,0.0,686.33,206.88,22422.16,23268.86
S002892,DIVIDEND,-4575.95,0.0,-259.69,-4316.26,76873.6,72229.63
S002831,DIVIDEND,-629.7,0.0,-761.52,131.82,20254.45,19646.96
S002885,DIVIDEND,44.24,0.0,79.3,-35.06,7221.58,7270.66
S002315,TRADE,-442.32,0.0,-927.82,485.5,27143.75,26655.15
S002848,TRADE,-604.25,0.0,743.22,-1347.46,62189.45,61593.26
S002969,DIVIDEND,1091.5,0.0,-608.0,1699.5,73934.92,75065.22
S002062,INTEREST,1187.21,0.0,726.67,460.53,19062.96,20241.9
S002683,TRADE,5.44,0.0,-71.71,77.15,5670.93,5678.59
S002758,TRADE,-356.77,0.0,1634.59,-1991.36,39732.5,39321.65
S002242,TRADE,-1907.11,0.0,-2494.78,587.67,47105.18,45140.38
S002630,TRADE,434.49,0.0,1338.52,-904.03,25830.34,26259.96
S002482,FEE,-252.67,-3.21,-422.65,173.19,18227.55,17983.18
S002996,INTEREST,-307.46,0.0,182.14,-489.6,13406.09,13093.82
S003007,DIVIDEND,25.03,0.0,288.33,-263.31,8937.38,8959.78
S002811,TRADE,-116.82,0.0,63.34,-180.17,9478.68,9352.84
S002438,DIVIDEND,-109.69,0.0,-22.83,-86.86,5421.15,5308.83
S002830,DIVIDEND,-903.97,0.0,94.92,-998.89,27892.26,27005.19
S002880,INTEREST,196.14,0.0,251.91,-55.76,8985.23,9172.6
S002481,ADJUSTMENT,125.1,-16.06,290.76,-149.6,20138.86,20223.31
S002586,ADJUSTMENT,-467.71,-16.26,172.16,-623.61,53294.96,52896.71
S002498,TRADE,355.35,0.0,4.34,351.0,13721.36,14077.62
S002337,TRADE,86.61,0.0,270.48,-183.87,13170.07,13272.79
S002688,TRADE,-62.46,0.0,-26.95,-35.51,6979.22,6911.67
S002326,ADJUSTMENT,1224.08,-8.01,1497.42,-265.33,38558.47,39762.04
S002669,TRADE,692.91,0.0,488.23,204.68,21183.84,21863.49
S002771,TRADE,-150.97,0.0,-47.24,-103.73,11480.82,11344.12
S002169,TRADE,410.9,0.0,201.93,208.97,26718.65,27100.39
S002206,TRADE,-59.48,0.0,185.49,-244.97,6927.77,6859.75
S002168,FEE,-122.32,-6.66,135.85,-251.5,12970.87,12837.63
S002168,INTEREST,494.13,0.0,12.51,481.62,10949.92,11430.11
S002017,TRADE,71.69,0.0,265.71,-194.03,16483.93,16560.37
S002307,TRADE,-73.54,0.0,647.01,-720.55,28537.84,28499.48
S003106,TRADE,36.73,0.0,-129.49,166.22,10753.87,10782.17
S002877,ADJUSTMENT,-215.83,-27.44,221.45,-409.85,19112.8,18855.6
S003008,TRADE,322.66,0.0,286.82,35.84,10507.52,10836.12
S002189,FEE,-527.54,-6.99,-286.86,-233.69,18253.79,17730.36
S002311,TRADE,502.14,0.0,91.06,411.08,19228.45,19703.97
S002105,ADJUSTMENT,-593.59,-0.47,-283.25,-309.86,14896.78,14278.77
S002004,INTEREST,-337.61,0.0,63.69,-401.29,10342.65,9987.16
S002965,FEE,-365.45,-11.16,-68.78,-285.51,24605.9,24254.06
S002363,TRADE,3887.01,0.0,84.54,3802.46,90323.69,94119.55
S002066,TRADE,419.28,0.0,466.54,-47.26,11255.12,11668.08
S002273,DIVIDEND,274.62,0.0,13.95,260.67,13126.46,13419.93
S002596,FEE,-140.73,-3.26,-97.32,-40.15,4462.13,4322.4
S002751,DIVIDEND,284.67,0.0,274.49,10.18,6101.73,6382.19
S002731,TRADE,201.62,0.0,63.61,138.01,14215.77,14418.32
S003171,TRADE,167.93,0.0,74.73,93.21,7720.16,7900.46
S002179,TRADE,225.1,0.0,604.59,-379.5,29225.82,29470.57
S002082,DIVIDEND,144.44,-178.6495,37.92,106.52,3572.99,3720.93
S002338,TRADE,203.25,0.0,355.13,-151.88,29494.61,29667.58
S002634,TRADE,630.44,0.0,106.99,523.45,17150.96,17803.61
S002676,ADJUSTMENT,1590.61,-24.79,442.81,1172.59,40369.85,42017.58
S002204,TRADE,222.16,0.0,178.03,44.12,5865.39,6087.28
S002079,TRADE,902.77,0.0,404.98,497.79,17731.28,18615.57
S003193,TRADE,-59.42,0.0,-149.07,89.64,6733.7,6667.27
S002168,TRADE,164.35,0.0,37.33,127.03,12553.24,12706.03
S002080,ADJUSTMENT,77.31,-6.72,330.18,-246.14,11214.39,11296.64
S002000,INTEREST,-88.36,0.0,9.37,-97.73,6291.15,6204.17
S002393,INTEREST,259.44,0.0,351.28,-91.85,12806.13,13051.95
S002348,TRADE,-309.18,0.0,364.5,-673.68,30250.21,29982.2
S002800,TRADE,-181.41,0.0,-217.96,36.54,4918.11,4725.11
S003004,INTEREST,192.73,0.0,10.62,182.12,4161.48,4360.22
S002220,FEE,212.18,-18.29,343.28,-112.8,16589.4,16808.16
S002547,DIVIDEND,116.89,0.0,119.71,-2.82,5053.06,5166.52
S002596,ADJUSTMENT,28.0,-14.39,572.35,-529.96,13374.3,13390.36
S003077,TRADE,28.34,0.0,31.01,-2.67,3851.01,3878.39
S002146,TRADE,50.78,-802.6575,238.87,-188.09,16053.15,16121.19
S002582,TRADE,-229.48,0.0,154.72,-384.2,10725.24,-10492.68
S002283,TRADE,189.47,0.0,476.26,-286.79,15893.66,16096.44
S002133,TRADE,-331.85,0.0,-59.84,-272.0,8207.3,7864.55
S002946,DIVIDEND,-594.88,0.0,-594.27,-0.61,19303.49,18724.65
S002532,TRADE,-211.08,0.0,-184.23,-26.84,19568.59,19377.14
S002322,INTEREST,-115.13,0.0,-268.84,153.71,15367.62,15253.05
S003054,TRADE,-325.97,0.0,155.0,-480.98,21194.89,20843.4
S002196,TRADE,117.81,0.0,90.44,27.37,9347.8,9460.72
S003016,TRADE,402.6,0.0,136.46,266.13,15979.72,16371.64
S002458,FEE,232.8,-15.37,-7.17,255.35,9944.38,10179.93
S002581,DIVIDEND,827.17,0.0,527.65,299.52,17094.0,17934.56
S002065,DIVIDEND,138.71,0.0,52.41,86.3,14776.09,14894.81
S002805,DIVIDEND,-139.75,0.0,-47.39,-92.35,6248.51,6104.65
S002693,TRADE,1510.73,0.0,-99.73,1610.47,51774.21,53365.79
S002333,TRADE,2.1,0.0,16.38,-14.28,1576.36,1576.66
S002968,TRADE,-128.92,0.0,44.71,-173.63,11779.78,11652.58
S002926,DIVIDEND,96.15,0.0,-12.23,108.38,5882.34,5979.76
S002734,TRADE,28.81,0.0,94.56,-65.75,5760.27,5786.26
S003042,TRADE,503.72,0.0,437.44,66.28,11176.4,11690.22
S002627,TRADE,301.11,0.0,-807.6,1108.7,47487.46,47787.68
S002601,TRADE,-94.57,0.0,155.3,-249.87,13543.94,13442.95
S002821,TRADE,8.29,0.0,-276.27,284.56,23919.27,23972.62
S002856,TRADE,221.56,0.0,-1.57,223.13,13549.24,13776.36
S002481,TRADE,-55.53,0.0,-157.86,102.33,11216.53,11197.21
S002633,DIVIDEND,1016.78,0.0,885.78,131.0,26461.8,27441.0
S002668,TRADE,-268.64,0.0,90.01,-358.66,10064.85,9787.26
S002431,TRADE,-303.99,0.0,1.19,-305.18,11932.84,11617.62
S002492,FEE,105.06,-17.33,-89.9,212.28,17935.85,18037.9
S002944,TRADE,268.34,0.0,183.16,85.18,18968.49,19232.9
S002304,DIVIDEND,896.93,0.0,245.41,651.52,30680.01,31557.55
S002317,TRADE,921.76,0.0,654.63,267.12,11174.0,12099.3
S002075,DIVIDEND,-74.81,0.0,-33.63,-41.18,5967.54,5883.72
S002162,DIVIDEND,-1332.47,0.0,-1169.23,-163.24,36470.37,35170.15
S002120,TRADE,-49.23,0.0,-31.42,-17.8,11070.98,11002.41
S002241,TRADE,383.26,0.0,199.33,183.93,21761.53,22166.76
S002302,TRADE,89.17,0.0,89.2,-0.03,6979.66,7082.79
S002220,FEE,304.4,-20.94,403.53,-78.19,22049.51,22309.38
S002919,TRADE,-16.83,0.0,-29.49,12.66,4804.08,4790.36
S002258,DIVIDEND,286.96,0.0,-352.45,639.41,23233.02,23548.62
S002305,TRADE,673.77,0.0,499.15,174.62,14377.03,15012.35
S002150,DIVIDEND,-33.48,0.0,81.3,-114.78,4428.93,4399.63
S002578,TRADE,-60.48,0.0,39.43,-99.92,17436.75,17401.11
S002681,ADJUSTMENT,-739.66,-35.7,-302.03,-401.93,20142.68,19427.32
S002655,FEE,249.79,-6.63,75.27,181.15,7567.07,7820.28
S003186,TRADE,-51.51,0.0,-61.89,10.37,4471.84,4425.22
S002489,INTEREST,-396.96,0.0,-450.86,53.9,14244.56,13826.07
S002986,INTEREST,-67.62,0.0,74.8,-142.42,5555.32,5483.94
S002891,TRADE,778.66,0.0,1321.46,-542.8,64451.06,65299.93
S002839,DIVIDEND,-294.31,0.0,-269.92,-24.39,15030.3,14729.47
S002251,FEE,142.2,-1.75,52.36,91.58,3496.87,3634.1
S003130,TRADE,-923.28,0.0,-632.96,-290.32,29493.43,28555.16
S002619,FEE,1347.11,-4.69,-48.97,1400.77,33229.58,34583.05
S002429,TRADE,-266.43,0.0,-666.54,400.11,90979.23,90795.78
S002969,TRADE,-2147.06,0.0,-1825.57,-321.5,55478.2,53283.21
S002069,FEE,682.65,-1.73,176.1,508.28,22287.17,22976.42
S002745,TRADE,-1710.28,0.0,-562.02,-1148.25,30632.68,28962.33
S002320,TRADE,-462.04,0.0,234.52,-696.56,37607.62,37149.04
S002800,TRADE,345.77,0.0,88.5,257.28,4736.24,5081.76
S002392,DIVIDEND,293.06,0.0,-6.91,299.97,8785.99,9081.94
S002706,ADJUSTMENT,191.66,-5.13,99.73,97.05,4496.35,4684.69
S002135,TRADE,344.72,0.0,252.8,91.92,26511.69,26825.78
S002100,TRADE,-277.24,0.0,-75.45,-201.79,10532.68,10269.01
S002064,DIVIDEND,118.33,0.0,3595.03,55.43,0.0,12975.15
S002516,TRADE,632.27,0.0,-166.48,798.74,17328.44,17940.84
S002797,TRADE,259.45,0.0,193.86,65.59,30828.32,31112.93
S002382,TRADE,-156.62,0.0,-127.82,-28.8,10567.18,10408.74
S003019,FEE,8.74,-15.58,549.6,-525.27,30389.98,30409.48
S002949,TRADE,291.61,0.0,286.83,4.77,8387.59,8677.44
S002814,TRADE,-40.48,0.0,88.14,-128.63,7813.07,7765.42
S002662,DIVIDEND,203.36,0.0,218.14,-14.78,7588.91,7789.29
S002920,FEE,1109.55,-74.78,874.3,310.04,77705.23,78789.5
S002272,TRADE,-386.55,0.0,-17.23,-369.32,14590.52,14199.66
S002669,DIVIDEND,-9.43,0.0,-12.76,3.33,21794.98,21762.97
S002864,TRADE,-474.41,0.0,-288.99,-185.42,20660.66,20174.23
S002644,FEE,59.43,-1.0,656.58,-596.15,96433.96,96495.79
S003160,TRADE,597.88,0.0,206.96,390.92,17588.96,18179.17
S002376,TRADE,328.98,0.0,225.9,103.08,6491.15,6819.05
S002015,DIVIDEND,398.59,0.0,106.03,292.56,23278.4,23664.58
S002336,ADJUSTMENT,62.53,-10.93,-145.18,218.64,9127.22,9190.8
S002513,FEE,85.71,-12.11,115.76,-17.93,7557.26,7632.47
S002851,ADJUSTMENT,-2118.86,-64.14,-589.94,-1464.78,46561.15,44342.5
S002190,INTEREST,405.01,0.0,235.96,169.06,16716.65,17120.47
S002997,TRADE,123.69,0.0,39.8,83.9,3714.36,3838.24
S002685,TRADE,-319.5,0.0,-104.45,-215.05,10501.01,10183.14
S002303,INTEREST,756.83,0.0,-62.3,819.13,22592.05,23376.55
S002086,TRADE,230.47,-275.49,69.06,161.41,5509.8,5745.07
S002287,ADJUSTMENT,181.29,-26.55,15.41,192.42,27342.09,27505.76
S002491,TRADE,850.45,0.0,826.63,23.82,30092.92,30964.78
S003050,TRADE,-992.18,0.0,-740.12,-252.06,20619.04,19640.39
S003014,INTEREST,65.41,0.0,165.57,-100.15,5233.44,5303.35
S002569,TRADE,-51.65,0.0,126.83,-178.48,8374.12,8325.21
S002414,DIVIDEND,-100.72,0.0,449.59,-550.31,23130.26,23035.22
S002369,TRADE,455.85,0.0,62.16,393.69,19525.05,20006.19
S002855,INTEREST,49.05,0.0,246.64,-197.59,7998.62,8030.13
S002078,DIVIDEND,428.99,0.0,498.92,-69.94,16719.03,17140.59
S002018,INTEREST,482.52,0.0,169.61,312.91,15695.3,16144.96
S002738,INTEREST,-173.38,0.0,29.08,-202.46,16627.46,16457.77
S002702,FEE,-48.57,-24.57,-182.63,158.62,13386.5,13346.5
S002763,FEE,-119.4,-1.73,22.35,-140.02,6098.47,5984.28
S002690,DIVIDEND,-239.42,0.0,-506.07,266.66,18255.08,18011.98
S002005,TRADE,-327.32,0.0,-255.12,-72.2,28849.26,28539.46
S002214,TRADE,2208.85,0.0,675.79,1533.06,39101.7,41312.97
S002988,DIVIDEND,-1947.25,0.0,-387.68,-1559.56,71357.06,69451.3
S003026,DIVIDEND,702.24,0.0,469.18,233.06,18003.39,18673.87
S002413,TRADE,1022.16,0.0,250.86,771.31,25613.19,26647.61
S002432,TRADE,-163.42,0.0,-36.43,-126.98,10214.17,10031.66
S002302,DIVIDEND,391.93,0.0,419.62,-27.69,16155.91,16549.72
S002680,FEE,-62.84,-13.04,113.5,-163.3,12993.13,12915.9
S003034,DIVIDEND,904.75,0.0,588.93,315.82,20626.8,21528.88
S002560,DIVIDEND,-50.13,0.0,64.8,-114.92,11571.79,11517.96
