account_id,ticker,lot_id,trade_date,quantity,cost_basis
A001605,AVGO,LOT2345f25fb4,2024-07-22,3,395.84
A001623,GLD,LOT1630621d67,2024-10-20,11,54.6
A001704,AAPL,LOT26379c7bf6,2024-11-24,79,191.66
A001300,EFA,LOTf3b3b50ef6,2024-07-20,35,354.35
A001913,QQQ,LOTd9bb9e4d7f,2025-02-08,30,352.7
A001905,EFA,LOT1a44059256,2024-09-18,15,356.05
A001828,VNQ,LOTf9694f09e5,2025-02-16,53,179.85
A001617,NVDA,LOT5e3b638f58,2025-07-31,137,406.85
A001685,NFLX,LOT11b4adf928,2025-04-30,19,324.15
A001581,UNH,LOT40b6465005,2025-06-03,20,466.78
A002047,UBER,LOTbe75545495,2024-10-22,7,341.18
A001697,BND,LOT366a7fb947,2023-11-26,35,276.27
A001327,MSFT,LOT60b6b9de06,2025-08-09,67,192.2
A001529,JNJ,LOTeb519b81d6,2024-10-30,5,349.6
A001865,ORCL,LOT560214cdca,2025-05-16,23,191.05
A001122,LLY,LOT7c346a389d,2024-08-21,14,192.26
A001531,VOO,LOTc95b7e6731,2024-04-05,16,189.53
A001725,BRK.B,LOT098baa2b89,2025-07-20,18,271.05
A001255,AMD,LOTb462fad0d0,2024-11-05,4,352.77
A001010,NKE,LOTfb83069ffe,2024-09-24,34,192.37
A001483,COST,LOTa39bb2e6b4,2024-01-20,23,396.36
A001478,CSCO,LOT498713f2aa,2024-11-04,59,223.56
A001582,IWM,LOT31c863c046,2024-01-29,13,365.43
A001286,EEM,LOT6c28b7d138,2024-08-16,33,134.11
A001507,TSLA,LOT6a1e9f6863,2024-10-06,4,534.95
A001394,MRK,LOT1727eff7d4,2024-09-02,26,25.85
A001930,TSLA,LOTa33f506982,2025-04-09,51,486.48
A001871,LLY,LOT24bc8eb85d,2024-07-12,25,172.61
A001167,NVDA,LOT8e4f8f0a33,2025-07-05,28,324.02
A001870,ASML,LOT829cadf242,2025-04-26,58,551.96
A001975,UNH,LOT4de0f751a5,2024-06-07,65,404.21
A001159,ADBE,LOT1e80389411,2023-10-14,21,163.84
A001824,PYPL,LOTdde986eff4,2024-02-12,78,318.27
A001808,AMAT,LOTa421dd8fc2,2024-12-10,4,470.77
A002021,VOO,LOTfb786a042d,2024-06-30,18,200.27
A001901,EFA,LOT986667f926,2024-04-23,61,350.51
A001853,MRK,LOTb5258f10c2,2025-03-24,14,14.65
A001295,ORCL,LOT3f45bf8ec2,2025-04-29,133,195.33
A001992,EEM,LOT4272bd0ab6,2024-05-26,58,187.95
A001264,EEM,LOT033accca6b,2024-03-30,4,149.33
A001241,EFA,LOT1e3d163cd2,2025-02-01,20,348.29
A001932,T,LOTcc1600b949,2025-08-04,39,194.73
A001321,UBER,LOT811d7cd4f6,2024-08-24,14,347.48
A001243,SPY,LOTa884f400c6,2024-07-15,9,304.8
A001225,BRK.B,LOTff67760009,2024-08-24,25,258.69
A001593,GOOGL,LOT3e14ff5e1c,2024-03-20,102,133.51
A001313,BRK.B,LOTeaaef332b1,2024-08-22,39,156.47
A001624,ADBE,LOT521d559922,2024-10-31,6,173.93
A001602,VZ,LOT3a9fb30a7c,2025-08-09,15,70.15
A001292,V,LOTbc66843a48,2024-01-12,33,69.24
A001863,AMZN,LOTc9791c1d44,2024-10-29,25,61.6
A001580,UNH,LOT414b9b6722,2025-03-03,58,372.99
A002001,AAPL,LOT67616693f7,2025-05-04,15,146.08
A001714,META,LOT70bb0efafc,2025-07-23,8,130.22
A001855,T,LOT3f4bb8644f,2024-01-29,43,305.94
A001634,SQ,LOTa5b01e41e9,2024-05-31,73,332.93
A001691,LULU,LOT5d0d12df31,2024-08-16,10,75.82
A001973,LLY,LOT9947875472,2023-12-26,24,149.11
A001271,BND,LOT7906ab7889,2025-04-18,101,284.68
A002033,VOO,LOTe623d2b8b6,2024-05-23,20,177.96
A001921,IWM,LOTf47779dc10,2024-06-04,20,339.57
A001305,AMAT,LOTfc125806f3,2024-10-08,26,438.05
A001182,COST,LOTf4fb03fb47,2023-12-07,26,412.54
A001838,NFLX,LOTbf7cbc81a6,2025-01-11,14,298.34
A001809,DIS,LOT3c3481b3ac,2024-03-02,17,67.3
A001093,IWM,LOTf5b9d374ab,2024-06-10,31,321.22
A001568,QQQ,LOT3b67966f0d,2025-06-08,8,257.91
A001339,EEM,LOT98a048d322,2025-08-12,64,213.23
A001632,UBER,LOT48dcfedfb6,2023-11-16,18,406.14
A001253,QQQ,LOT7c78fd6532,2024-02-12,17,347.22
A001174,PG,LOTf0a4f51c4e,2023-12-13,14,428.37
A001108,SQ,LOT5bea597e47,2024-03-21,25,376.63
A001387,BND,LOTbaaf18cc3d,2024-05-07,15,272.75
A002029,LIN,LOT39edf7b068,2025-08-18,38,379.78
A001246,IWM,LOTb7281c8216,2024-03-11,26,355.6
A001368,MSFT,LOT7d9f0da4e0,2024-11-29,8,222.6
A001421,JNJ,LOTae2df7eb69,2024-01-22,11,282.46
A001909,NVDA,LOT38437fae8d,2024-03-09,14,359.36
A001656,INTC,LOTf78d97c570,2024-01-12,29,391.99
A001092,VZ,LOT82f6c09ef3,2025-08-14,38,64.08
A001696,CRM,LOT3b355129e9,2025-03-06,86,126.06
A001849,MSFT,LOT0945d7e00f,2024-03-15,11,207.83
A001649,NFLX,LOTf77d204ea5,2024-12-17,6,418.26
A001186,BRK.B,LOT5dad640b87,2025-05-28,15,192.67
A001344,PFE,LOTf557ae3ee7,2025-04-12,21,443.05
A001374,WMT,LOT7d3130de20,2025-06-07,24,244.08
A001315,KO,LOT09db5a1eab,2024-07-16,9,190.9
A001346,AMZN,LOT54cd51e6b3,2023-12-17,16,61.75
A001666,HD,LOT80abdfe9c8,2025-08-10,41,253.32
A001119,KO,LOT3c2feb6eb1,2024-08-03,35,229.95
A001202,PEP,LOT309a26fa33,2025-04-14,27,292.32
A001845,LIN,LOTc16172872d,2024-10-10,36,340.24
A001528,NFLX,LOT039181b366,2025-05-06,10,308.03
A001106,PG,LOT724b5146b9,2025-01-04,22,368.32
A001484,VZ,LOTb70393cf4e,2024-04-04,36,45.27
A002033,NFLX,LOT7bc11d9c31,2025-05-12,8,323.92
A001551,AMZN,LOT563841986b,2024-10-16,12,64.42
A001951,UBER,LOTe033c21a7b,2024-07-17,7,331.11
A001134,T,LOT7c6e8c6d55,2025-08-08,15,220.57
A001834,VOO,LOT9475260461,2025-01-10,27,144.48
A001038,BAC,LOT6134429271,2024-02-17,63,486.37
A001207,JNJ,LOTb31caa952d,2024-02-16,11,177.64
A001257,KO,LOT30898a86b4,2024-02-03,96,195.99
A001833,AMD,LOT380f7644a9,2025-06-13,48,526.94
A002024,UNH,LOTa3a3db8275,2025-04-14,41,400.73
A001764,SHOP,LOT02b96c37e9,2025-03-18,27,30.44
A001502,SHOP,LOT3881007099,2024-06-30,39,33.5
A001925,GOOGL,LOTc79b74c595,2025-09-05,27,155.68
A001951,LLY,LOTc9756ce4d0,2023-12-11,43,160.55
A001592,QQQ,LOT2fb8637a02,2025-03-19,12,379.83
A001001,AMZN,LOT1ec230a6ee,2024-05-01,11,70.38
A001559,SPY,LOT7715481c33,2024-12-24,9,257.71
A001778,CSCO,LOT9d0324a678,2023-11-29,2,201.95
A001435,PYPL,LOT0f577ba3e6,2024-04-02,22,342.78
A001576,GOOGL,LOTdf6ffc3991,2025-03-25,5,121.01
A001143,KO,LOTf7c796d25e,2025-06-07,15,195.03
A001809,EFA,LOT866f3e4702,2025-05-04,19,306.52
A001286,GLD,LOT6ab4a9c83f,2024-02-15,47,78.44
A001572,ASML,LOT44ddacbe7e,2024-06-21,11,633.84
A001431,IVV,LOTf797e10c8e,2024-04-08,16,483.61
A001651,ASML,LOT2310f3ad4d,2023-10-09,57,592.68
A001701,VOO,LOT331d430e2b,2024-12-13,15,204.25
A001927,BAC,LOTcbef7ed60d,2024-12-29,30,456.92
A001658,DIS,LOT87ab5e68ab,2025-02-03,11,115.47
A001941,SPY,LOTc3eb1c1c74,2024-10-05,36,251.44
A001032,BP,LOTed66d55518,2023-09-29,25,149.6
A001273,QQQ,LOT186e07c9e5,2025-09-04,41,293.42
A001975,AAPL,LOTf26809e025,2025-08-28,122,177.88
A001355,AVGO,LOT3d51ce28cd,2024-02-15,11,357.89
A002001,BND,LOTab4ea07793,2024-07-31,8,294.89
A001166,LULU,LOTcf6cfff92e,2023-11-12,26,97.52
A001158,SHOP,LOT17810c909c,2025-08-06,28,26.42
A001911,TLT,LOT063e087af9,2025-05-03,15,353.07
A001722,MRK,LOTdce21db9d4,2024-08-17,95,18.22
A001733,NFLX,LOT8f0940fe13,2025-03-09,12,303.82
A001017,BRK.B,LOTc816a88286,2024-05-21,24,221.67
A001758,SHEL,LOTeb314eda66,2025-02-21,29,525.7
A001910,AAPL,LOTcb037662ae,2025-01-23,27,143.89
A001040,BND,LOT106792acde,2024-11-23,69,310.63
A001732,PG,LOT6bb3ebfa77,2025-06-06,25,418.3
A001620,COST,LOTc4d8fad96a,2025-01-23,11,493.65
A001479,VZ,LOT5ba1091839,2024-08-31,10,50.81
A001075,BAC,LOT964860a1de,2024-04-20,35,536.61
A001428,AAPL,LOTd1b6a78a85,2025-02-18,9,161.45
A001811,BRK.B,LOTf872613a0c,2024-11-26,15,253.56
A002024,VZ,LOT63ecd4e26a,2025-03-16,15,53.8
A001396,IWM,LOT86f236bbbc,2024-02-05,58,229.5
A001359,META,LOT5239583005,2024-01-13,12,92.17
A001262,SLV,LOTba9134853c,2025-07-02,3,100.96
A001260,WMT,LOT6fb08cd9bc,2024-02-01,5,185.98
A001466,ASML,LOTb1219a1b7d,2024-03-20,3,474.83
A001561,PG,LOT342c67ada8,2023-10-13,34,381.57
A001047,EFA,LOT924b80f4e6,2023-10-13,42,286.83
A001517,TLT,LOT635d119a64,2024-02-11,81,480.34
A001929,AAPL,LOT0888b5bb8c,2024-06-26,7,169.08
A001106,TXN,LOT3581c68d5c,2024-10-11,27,120.19
A001885,TXN,LOT7cb14c7ab4,2024-07-17,55,108.97
A001561,BRK.B,LOTc63b4af222,2023-10-11,19,230.07
A001955,VZ,LOTa292eb8df2,2024-09-01,55,50.27
A001089,ASML,LOT0f4c0b50d9,2025-01-20,10,492.08
A001096,BAC,LOTdb11e418eb,2024-07-03,49,429.51
A001919,PEP,LOTc9c0cf092d,2025-09-01,36,238.63
A001802,PG,LOTca3642d447,2024-09-29,14,350.32
A001167,ASML,LOT8f0658b2ed,2024-01-30,26,411.68
A001051,SLV,LOT7ef150bd36,2025-01-18,59,136.45
A001867,META,LOTae9c245a85,2024-12-25,17,190.83
A001403,MA,LOT115c71b27d,2024-10-04,24,401.0
A001636,META,LOT27ed1d18e0,2023-12-05,14,143.3
A001198,MSFT,LOTf48462cc94,2024-05-03,13,179.01
A001884,COST,LOT4aacbdd4fc,2025-08-13,48,413.98
A001684,LLY,LOT47c937698e,2024-12-24,4,240.02
A001506,TSLA,LOTbecad0c3e2,2024-05-10,33,320.97
A001488,DIS,LOTaac670e999,2025-07-13,6,89.21
A001683,ABNB,LOT2a6b21b82a,2025-01-07,21,77.7
A001149,VNQ,LOT0ea0006469,2024-01-01,24,157.94
A001898,BND,LOT012bd5cf93,2025-06-01,12,261.58
A001914,PYPL,LOT1d42c0b105,2025-05-02,12,389.19
A001175,AMZN,LOTbc5b613f2b,2025-08-03,37,59.81
A001772,PEP,LOTa126b8684e,2023-09-27,60,178.72
A001133,LULU,LOTd24029e7b6,2025-04-29,14,93.02
A001126,BP,LOT894f7adc6d,2024-06-11,6,165.94
A001112,KO,LOT9f2dcb9293,2023-12-21,28,146.82
A001884,META,LOT477fd155a7,2025-05-25,11,132.88
A001114,UBER,LOT8759aff416,2025-07-15,5,359.96
A001603,TXN,LOT322e6fb6b0,2024-08-12,16,92.56
A001822,TSLA,LOTd62acd0499,2023-12-14,15,444.29
A001841,XOM,LOT293952843a,2024-01-02,3,223.5
A001021,NKE,LOTd2e19937a5,2024-08-09,10,182.44
A001950,LULU,LOTfe61a5fd32,2024-06-25,34,81.96
A001207,DIS,LOTdbe2b6392d,2023-11-10,75,119.86
A001053,NKE,LOTde95bad577,2024-03-26,20,266.07
A001672,PYPL,LOTc1e881e655,2025-02-21,83,352.05
A001221,TSLA,LOT6ceba193bd,2025-08-25,52,420.35
A001138,PYPL,LOT8c0d0a1bfb,2025-02-20,15,379.71
A001258,VOO,LOT1ab6e6c84b,2024-04-03,16,163.73
A001524,CSCO,LOT6966612997,2024-07-02,6,219.23
A001985,GLD,LOTe1784bcc22,2023-12-11,15,72.33
A001910,HD,LOT40c25526f1,2025-01-01,18,244.41
A001281,COST,LOT93d2dd037d,2025-07-23,14,462.07
A001123,JPM,LOT2c654986a5,2024-10-22,5,269.15
A001892,ORCL,LOT428e3c7e11,2023-11-09,29,203.61
A001732,KO,LOT8992c0a968,2024-01-18,35,209.01
A001298,V,LOT0877314086,2024-05-14,8,91.56
A001632,SPY,LOTa3219f8245,2024-09-20,26,312.24
A001596,ADBE,LOTb0ffea3f03,2025-08-29,44,183.75
A001296,AMZN,LOT1ad254a382,2025-01-06,12,48.0
A002038,MRK,LOT2f5a92bf5e,2024-02-12,3,24.73
A001111,CRM,LOTd8ea1d959f,2024-09-19,39,119.54
A001400,PG,LOT01af895427,2023-11-21,34,414.54
A001412,LULU,LOT6caac68134,2025-06-28,8,108.67
A001699,PG,LOTe1fbff382a,2023-10-24,26,268.09
A001974,EFA,LOTcc56c8c345,2023-09-29,13,410.6
A001957,SPY,LOT6d9d3d2aa7,2023-09-28,10,308.46
A001678,TXN,LOT312809ce60,2024-01-23,52,94.94
A001687,IVV,LOT5d0d959a36,2024-11-04,8,495.61
A001857,DIS,LOTe47a6a6dc3,2025-03-24,29,129.04
A001214,NKE,LOT8903959e64,2025-07-25,17,299.36
A002015,XOM,LOT2620890c09,2025-09-03,41,210.57
A001456,EFA,LOTb249c317ce,2025-01-14,35,364.64
A001955,IVV,LOT5137ee35b9,2025-01-31,6,349.42
A001489,T,LOT19881cee42,2024-10-02,19,222.9
A001769,UNH,LOT70b10709e6,2024-07-24,8,361.16
A001377,MRK,LOT956382e790,2025-08-31,31,23.91
A001743,AAPL,LOTe9bf2e3cd0,2025-06-23,19,129.6
A001732,MSFT,LOTce5244e4b4,2024-02-16,4,245.13
A001235,V,LOTeb657656d1,2024-11-13,18,98.91
A001901,PG,LOT2623ffccab,2023-11-30,22,341.77
A001737,GOOGL,LOTf8ade608c8,2025-08-07,14,161.08
A001407,PG,LOT9390cddb57,2024-11-20,32,340.07
A001356,XOM,LOT28e64014c4,2024-12-12,41,199.7
A001356,DIS,LOT7fd2ebdb68,2024-02-17,27,89.55
A001503,HD,LOTe3a5eb0eaa,2025-02-18,17,345.66
A001044,HD,LOT3ad411b61b,2024-12-12,12,371.61
A001207,MSFT,LOTc15a3a2f71,2023-10-14,7,227.4
A001281,NFLX,LOTe0945cd065,2023-11-06,26,277.32
A001227,DIS,LOT656e2e0770,2025-02-03,5,147.05
A001624,NKE,LOTd316ecf1d7,2025-01-04,19,226.36
A001757,COST,LOT32a993add2,2024-08-21,14,364.24
A001350,ABNB,LOTa7ffb9e6f6,2023-12-08,33,74.2
A001888,ASML,LOT83b6055283,2025-07-02,6,502.93
A001242,V,LOT0ce4b7b022,2025-04-26,7,98.62
A001388,PG,LOTc75b1c0ea6,2024-03-10,10,452.03
A001774,EFA,LOT1a9caf2239,2024-08-19,65,336.16
A001651,SPY,LOT2beffb4165,2024-06-24,10,207.52
A001500,BP,LOTd4736d9f64,2025-07-21,4,125.6
A001387,TXN,LOT650c2e122c,2024-03-07,13,68.67
A001602,LULU,LOT0462a9229a,2025-04-07,36,99.59
A001671,JNJ,LOTde66e02a3f,2025-07-14,29,381.32
A001573,AMAT,LOTa83c2bc763,2025-04-30,7,404.15
A002040,PYPL,LOT3a304b5868,2024-04-24,49,353.9
A001428,GLD,LOT2618d8bfb4,2025-06-15,27,42.14
A001963,LULU,LOT217da270b4,2023-10-28,47,97.89
A001132,MA,LOT737c3bd89a,2024-04-04,6,529.24
A001794,BND,LOT4f7e786bfd,2023-11-16,22,329.18
A002042,ADBE,LOTa5ae7939e9,2024-04-14,3,174.76
A001950,HD,LOTd9226d36a9,2024-10-12,12,317.97
A001765,ABNB,LOT787646587b,2023-09-26,22,53.13
A001989,EEM,LOT2244f51869,2024-04-18,108,202.99
A001970,BAC,LOTb8052423f6,2024-01-20,24,374.21
A001821,VOO,LOT1d25992c0b,2024-01-18,15,177.68
A001074,UNH,LOT6cfc468778,2025-01-25,11,434.44
A001415,AMD,LOT00d9b7773e,2025-01-09,22,474.57
A001810,UNH,LOTfa48a03245,2024-10-28,37,285.3
A001870,ASML,LOT8686a70f48,2024-08-16,10,490.62
A001321,SHEL,LOT917e89fedb,2024-08-19,11,318.04
A001521,UBER,LOTdb5edc1076,2025-06-12,7,347.11
A001275,BND,LOTc6d5091a58,2025-06-12,24,343.3
A001604,AMD,LOT00b784a23d,2024-03-24,47,400.39
A001720,XOM,LOT51590ae2f1,2024-01-18,54,227.17
A001084,NKE,LOTc2ecc19a60,2024-03-31,17,221.41
A001688,CRM,LOT4b2cae7048,2024-06-02,5,134.42
A001957,CRM,LOT490edb2f15,2024-07-15,7,128.34
A001752,COST,LOTdecfc10969,2024-04-15,50,492.99
A001649,BAC,LOTbc6f1697ee,2024-08-11,16,536.41
A001050,HD,LOT5103d19d00,2024-06-11,24,407.92
A001478,WMT,LOT759d39a386,2023-11-16,7,224.09
A001155,CSCO,LOT94311e0681,2025-06-14,13,235.04
A001603,LLY,LOT9cc7494605,2024-04-11,26,175.23
A001160,LULU,LOTc976dcc9b4,2024-11-27,120,76.81
A001466,TSLA,LOT9384e40823,2025-05-08,10,510.89
A001146,ADBE,LOT15136df0d5,2025-07-29,27,144.5
A001410,DIS,LOTed0a9d8727,2025-02-17,56,119.64
A001674,WMT,LOTb058712683,2024-11-01,21,207.91
A001562,PG,LOTb63438a3d1,2023-12-28,28,316.47
A001282,TXN,LOTdc551f3e5f,2024-02-28,10,121.47
A001534,AAPL,LOT0cc1feb266,2024-11-04,2,156.26
A001577,MRK,LOT2e00bbf57a,2024-09-17,31,27.84
A001827,INTC,LOTf528b8ba84,2024-01-22,22,455.94
A001024,T,LOT5272f017b8,2023-11-07,33,218.13
A002049,BND,LOTd6515cf761,2025-04-07,14,258.94
A001814,XOM,LOTa22244ce62,2025-01-17,98,238.43
A001429,T,LOT541f02d563,2025-01-10,18,194.78
A001959,GLD,LOTc0fc2e79ca,2024-05-22,14,58.65
A001697,LULU,LOT8f93eb3213,2025-06-11,34,84.69
A001641,TXN,LOT78a45e84bc,2025-02-26,21,110.38
A001878,VNQ,LOTe6d135940a,2023-09-23,23,154.22
A001855,UNH,LOT9ea4c748cc,2024-06-14,13,403.32
A001921,TXN,LOT8d3a1d31cf,2024-02-13,12,79.63
A001061,ADBE,LOT84cfc8af47,2025-04-17,23,117.21
A001262,KO,LOT750fe5938d,2025-08-28,17,152.19
A002023,COST,LOTbba9e10dc8,2023-11-02,15,536.36
A001726,DIS,LOT363bafc220,2025-01-19,32,108.47
A001858,CRM,LOTb00bc1f1b7,2023-10-05,6,96.06
A001826,BND,LOT6c36900897,2023-09-30,6,219.87
A001613,PEP,LOT03ce17b8bc,2024-01-14,7,238.03
A001047,SQ,LOT92774f1959,2025-08-05,18,383.95
A001284,V,LOT5f07c536bf,2024-10-03,8,83.26
A001800,NFLX,LOTf13d4444f6,2025-02-09,4,315.66
A001800,META,LOT3d34570356,2024-03-08,4,122.18
A001791,PG,LOT865afd2f08,2024-05-08,18,209.36
A001222,DIS,LOTdc751dea5b,2024-02-01,11,109.44
A001924,VOO,LOTa4e88ac567,2024-10-30,38,185.18
A001190,MA,LOT3a2f6fc585,2025-05-23,19,381.19
A001363,GOOGL,LOT4134615b5d,2023-10-02,15,150.7
A002000,MSFT,LOT2465c79341,2025-02-27,25,246.05
A001407,META,LOT88d4745ac7,2024-08-07,19,151.69
A001581,UNH,LOT9a09bd3aac,2025-01-11,7,368.06
A001596,IWM,LOT2cc0efb060,2024-03-19,22,286.4
A001143,NKE,LOT39ff0387b0,2025-07-10,80,197.34
A001754,ABNB,LOTfa0e70c361,2025-08-26,14,89.97
A001351,PEP,LOTe14fa2c922,2024-07-13,34,230.19
A001800,MA,LOT66a4f4c0dd,2025-05-16,7,444.94
A001264,SHOP,LOTb6af81550d,2024-07-05,16,34.39
A001979,SLV,LOT98d60149f4,2025-06-28,21,137.26
A001796,LIN,LOTd039a2e083,2025-02-07,97,371.62
A001266,AMAT,LOT71b966dab4,2025-02-08,27,474.04
A001634,CRM,LOTcc9b661251,2023-10-27,5,102.71
A001972,MA,LOTfec654bd5a,2023-12-28,41,524.79
A001635,PYPL,LOTae5300bbd2,2025-02-11,12,369.37
A002029,EEM,LOT968d8203a9,2023-10-06,16,141.69
A001939,BAC,LOT4cdc038c80,2025-02-12,119,440.42
A001015,V,LOTe0e73ba05d,2024-06-07,49,58.33
A001131,MRK,LOT33ef15138c,2024-07-25,53,30.04
A001505,ABNB,LOT987ceef73d,2024-10-05,26,80.73
A002005,NKE,LOT9a8e0852c9,2024-05-21,44,267.32
A001080,SLV,LOTe2539ffd4e,2025-06-05,17,97.96
A001589,QQQ,LOTf2e703e0e3,2024-05-27,37,275.84
A001710,EFA,LOTe271400c0c,2024-11-06,34,302.61
A001800,IVV,LOT1bbe7a49a7,2025-03-11,8,312.53
A001850,JNJ,LOT899e411bda,2025-03-07,13,376.25
A001884,NKE,LOTa35235a39e,2024-08-09,33,229.73
A001375,EFA,LOT42d9d62ed5,2024-02-02,10,445.8
A001195,INTC,LOTc41d389868,2023-09-22,3,404.66
A001089,JNJ,LOT8646fcc3c7,2025-03-29,8,331.98
A001560,ASML,LOT9c118b4142,2023-12-03,22,572.12
A001597,IWM,LOTd9b710b487,2025-06-30,52,206.79
A001444,BP,LOT19bb42a31b,2024-04-19,10,164.15
A001842,BND,LOT136bf0b6aa,2024-02-18,48,277.6
A001248,ADBE,LOTe6fbc8f201,2025-06-20,7,171.26
A001215,ORCL,LOT07c39f4722,2024-10-08,38,154.54
A001839,AMD,LOTb9873ccaea,2025-03-22,11,439.34
A001517,UNH,LOTf7706ddf39,2024-04-06,11,372.24
A001091,NKE,LOTa26c191311,2025-08-10,19,246.11
A001149,VOO,LOT6207a667aa,2023-09-26,28,162.95
A001945,NFLX,LOT7ab5560e6b,2024-09-20,8,269.35
A001817,TXN,LOTfb557a6ed8,2025-02-19,29,95.09
A001812,GOOGL,LOT2b6ae2aba3,2025-08-27,27,146.93
A001513,BRK.B,LOTa62fc90a20,2025-04-20,46,188.54
A001669,IWM,LOT2fd1778a91,2024-05-19,10,329.62
A001992,NKE,LOT26b4295071,2025-06-29,4,269.41
A001169,UBER,LOT33f0098622,2023-11-04,46,252.28
A001496,EEM,LOT2fea1c44a3,2024-06-15,22,149.09
A001287,T,LOT2163211254,2024-11-25,66,306.06
A001330,MA,LOT545c0b9390,2025-08-19,140,530.68
A001205,HD,LOTbdd5baa6cf,2024-11-09,64,465.37
A001254,SHOP,LOT78d41e6c3f,2024-08-02,22,32.4
A001344,META,LOTf21e686bee,2023-10-20,71,145.72
A001022,TLT,LOT0f0a5346d8,2024-12-01,11,443.11
A001314,AMD,LOT69454c8ecf,2024-09-05,15,477.06
A001364,UNH,LOTdb1ab7d940,2025-08-02,11,287.64
A001442,AMD,LOTe3acd1a6ef,2023-09-24,55,645.2
A001097,LLY,LOTf020314607,2023-11-26,6,143.43
A001210,NFLX,LOT19791b7297,2023-10-01,11,255.04
A001631,AMD,LOT6add565e07,2025-07-15,14,479.48
A001009,AMZN,LOT2fe65d5c31,2024-08-16,30,62.69
A001413,SHEL,LOT947f4d5bca,2024-12-25,66,344.83
A001767,BP,LOT3e5d9e43c8,2025-01-05,12,218.93
A001409,NVDA,LOT86681da12f,2025-08-21,24,364.42
A001863,MSFT,LOT0be84b21e9,2025-08-23,10,210.12
A001690,MRK,LOT3c40b1a6ba,2025-02-22,21,23.25
A001129,XOM,LOTaa3aeb17f6,2025-05-31,26,269.21
A001343,GLD,LOT1c06481739,2025-03-19,7,67.76
A001090,AVGO,LOT866f058531,2024-03-31,24,428.05
A001220,MRK,LOT0a8ad98e9e,2024-10-07,43,22.16
A001660,UBER,LOT72930f1f2d,2023-12-05,17,380.82
A001388,IVV,LOTa53c9f59f6,2025-02-06,10,441.69
A001809,CRM,LOT0e77143f6b,2025-05-06,21,155.26
A001475,UNH,LOTa57cb21d8c,2025-05-21,22,395.73
A001730,PEP,LOT2b87f1cc51,2025-03-13,16,234.54
A001030,INTC,LOT4bd72b9724,2023-11-07,23,366.43
A001647,AAPL,LOTc5f65b6729,2024-08-04,33,137.59
A001435,NKE,LOTfe6aa2fb1c,2025-01-24,21,312.45
A001135,IWM,LOT4428a9e2b7,2024-11-25,6,249.02
A001755,GOOGL,LOT97d3f576b8,2025-06-30,52,153.87
A001447,AVGO,LOTd86a2880b1,2024-11-02,9,317.99
A002023,TSLA,LOT0bc549196d,2024-03-06,3,326.06
A001351,WMT,LOTe84acd4cfb,2025-06-01,16,268.81
A001664,VOO,LOT7b87b18329,2023-09-24,46,192.03
A001795,TLT,LOT8bafeebeeb,2023-09-27,6,589.3
A001272,DIS,LOTfe5a3db1c5,2025-03-11,33,92.7
A001651,TXN,LOTa8a5b5492e,2023-10-25,7,120.39
A001987,META,LOTd259e59677,2024-09-28,40,138.94
A001036,SPY,LOT5f38c2cd6f,2024-01-16,13,286.19
A001919,NFLX,LOTa5ce3864a9,2024-04-01,23,342.48
A001476,ORCL,LOTea926369a2,2024-01-14,6,177.98
A001027,XOM,LOT5f21b98381,2025-08-16,26,232.06
A001254,KO,LOT5d99eb1612,2025-01-07,20,161.1
A001877,BND,LOTdb79ca87f6,2024-12-31,26,187.52
A001162,AMZN,LOT34d9ecfed0,2025-04-19,24,80.65
A001767,VZ,LOT443c65c435,2024-11-07,23,48.7
A001413,V,LOTab02305edf,2024-08-18,15,77.32
A001418,QQQ,LOT7cb318d068,2025-07-30,23,338.01
A001487,SHEL,LOTd73fa73f5d,2024-01-03,9,469.39
A001908,SLV,LOT7dd5765bca,2024-10-05,15,118.4
A001274,BAC,LOT26c02c25e1,2024-10-16,69,380.51
A001081,ABNB,LOT63ac6803b9,2024-07-09,70,66.13
A001590,BND,LOTaa5cbde8ae,2025-08-13,58,300.96
A001469,TXN,LOTff9ef273c7,2024-10-02,12,105.55
A001701,JNJ,LOTdb328ce9d5,2025-02-08,4,307.74
A001110,BP,LOTfeaa0d6ef1,2023-10-27,9,144.1
A001508,COST,LOT68a0fe4404,2023-10-04,21,454.32
A001455,SPY,LOTca8a655efd,2024-08-12,12,268.1
A001658,HD,LOTd2efce1855,2024-06-11,13,355.37
A001012,META,LOTf757c68480,2024-04-21,16,123.41
A001143,PG,LOT7e292d1993,2025-07-15,11,369.1
A001289,UNH,LOT50c168140d,2025-05-01,33,472.23
A001187,HD,LOT37e54d5f7f,2024-01-09,12,245.31
A001418,JNJ,LOT0aae3e2cff,2024-04-05,54,351.77
A001160,CRM,LOT29d61a6c6f,2024-05-16,25,107.56
A001637,MA,LOT8bbd49485b,2025-02-16,18,479.58
A001501,CRM,LOT0f62c62072,2025-03-10,6,152.71
A001509,KO,LOTf6b5ccabda,2024-11-18,27,214.61
A001918,VOO,LOT18d47b2a53,2025-02-12,38,114.74
A001556,AMAT,LOT704d79415d,2024-05-02,9,534.16
A001163,ADBE,LOT75ae8051a5,2024-07-26,7,146.56
A001773,MA,LOT865ff10915,2024-05-12,17,401.14
A001903,CRM,LOTfd22a60741,2024-04-07,4,143.19
A001887,BND,LOTc037c50338,2025-03-31,16,264.48
