client_id,churned,logins_30d,cash_outflows_30d,svc_tickets_90d,meeting_gap_days,response_latency_hours,nps_last,portfolio_drawdown_30d
C_36bb7684,1,10,6024.39,1,27.0,14.9,32.0,-2.3
C_18019696,1,8,11981.45,0,32.7,12.2,20.0,2.1
C_be957472,1,11,572.89,0,83.7,6.7,-3.0,-9.9
C_8ebd78ca,1,9,6306.3,1,70.8,15.4,18.0,-9.1
C_cf35ddf4,0,8,6591.95,1,83.1,7.1,37.0,2.7
C_b42d171b,0,7,2328.01,1,77.6,16.3,33.0,7.7
C_42d5a974,1,7,13938.88,1,33.6,35.1,16.0,-5.2
C_86c13e97,1,8,1880.26,0,83.4,18.6,77.0,-10.6
C_d9a538ec,1,6,12121.95,0,37.5,10.1,62.0,-10.1
C_ba47628c,0,4,5804.39,1,96.9,14.6,24.0,3.2
C_b56b035c,1,9,16435.09,1,25.1,8.8,50.0,-13.1
C_d573cf8b,0,3,2289.65,0,32.2,10.2,67.0,-2.6
C_d2bf048e,0,13,2593.31,0,33.2,10.9,44.0,-4.1
C_70975cd1,1,12,1339.87,2,70.9,16.8,31.0,-7.1
C_79c6d78d,1,9,5933.07,1,58.2,21.1,-10.0,-8.2
C_f0ebac39,0,17,15790.28,2,64.0,33.1,33.0,1.2
C_7cd390ce,1,10,16151.66,0,55.9,18.5,16.0,1.7
C_70dc0b04,0,11,11169.78,0,58.1,1.0,20.0,4.0
C_a05e8b48,0,12,6747.95,0,43.1,0.5,27.0,-0.1
C_31b74d38,0,10,17490.68,3,7.1,11.3,29.0,-3.0
C_c3db8378,0,10,10565.22,0,11.2,22.0,26.0,-2.0
C_0db94dbb,0,10,12827.19,0,31.9,9.9,2.0,2.9
C_756871a2,1,8,4718.29,1,48.7,10.1,-9.0,-13.2
C_98b6ab51,1,8,5587.87,2,111.3,21.0,56.0,-0.3
C_6e6928ed,0,8,5515.47,0,24.3,11.7,77.0,-6.5
C_2de95614,1,11,491.09,1,21.8,22.3,38.0,-0.7
C_925df72b,1,7,8021.94,1,5.0,0.5,8.0,-9.2
C_8ea434fb,0,5,3380.14,0,77.5,16.8,60.0,2.1
C_e4cf55ef,0,10,11512.04,0,52.5,0.5,87.0,0.5
C_c1894f80,1,11,4204.61,1,14.7,14.7,65.0,-7.2
C_f4adb50c,1,10,1027.16,0,59.0,21.0,69.0,-5.8
C_dac79968,1,10,5751.05,0,39.6,0.5,6.0,-6.4
C_6a3322b4,1,12,8048.45,1,105.3,0.5,21.0,-2.7
C_6de367c0,1,11,14187.57,0,36.5,20.5,65.0,9.2
C_f9f1597b,1,12,1795.47,0,119.4,16.5,5.0,-13.9
C_97b5d531,0,11,7370.02,0,66.0,1.0,21.0,-1.0
C_c5fde459,1,10,17482.61,1,46.2,14.4,40.0,-0.4
C_4af39edb,0,12,1060.37,0,51.0,6.6,48.0,-6.2
C_a7feb87e,0,8,607.66,0,70.3,10.2,28.0,-13.0
C_73aad17e,0,15,4074.87,0,50.6,9.3,35.0,-4.2
C_b4d92678,0,4,5206.03,1,27.6,0.5,39.0,-10.3
C_f6b9a4c9,1,6,18212.86,1,82.1,21.0,29.0,0.3
C_3d865c63,1,13,15960.74,2,94.7,1.4,22.0,-11.3
C_f3dfad5a,1,9,9346.13,1,96.0,12.9,32.0,-3.3
C_4efe4002,1,12,15145.9,0,54.4,18.5,21.0,-7.6
C_8c6d8532,1,14,3752.47,0,98.2,3.7,57.0,3.7
C_d2a27430,1,6,7094.15,0,71.0,9.3,43.0,6.4
C_01bedc7b,0,14,2889.4,0,49.8,6.9,33.0,-5.2
C_3a305f5c,1,8,4032.58,0,40.4,29.2,29.0,-9.3
C_76a55164,1,8,13427.12,0,92.2,21.1,61.0,7.0
C_09b0805d,0,7,8721.89,1,5.0,19.6,26.0,-3.8
C_a44bfbcd,0,15,5126.51,0,108.6,34.1,53.0,-1.1
C_15ea1f36,1,7,4982.73,0,64.4,15.5,65.0,-3.7
C_878600e2,1,6,5543.5,0,39.1,8.6,47.0,-4.2
C_8b6ca40e,0,10,1842.33,0,35.0,0.5,-5.0,-6.0
C_b37b6e52,1,10,7353.07,0,44.5,5.0,24.0,-14.3
C_087f161a,0,6,1296.21,1,84.7,13.6,14.0,7.6
C_18c609f5,1,11,3476.01,1,70.9,21.3,5.0,-1.8
C_093dae4a,0,12,4267.41,0,43.9,5.5,62.0,-3.5
C_72005610,1,8,222.72,0,41.1,27.8,44.0,2.6
C_94bee836,1,9,1775.43,2,71.0,0.5,-29.0,-6.4
C_ea82c326,0,8,6286.5,0,156.0,8.2,35.0,-0.8
C_5e43eb0d,1,6,3974.37,0,155.7,16.0,18.0,-7.6
C_0c2dfb04,1,12,9330.26,0,96.8,13.3,58.0,-5.1
C_04645f9f,1,11,6505.44,1,32.9,16.8,18.0,0.5
C_7d287d68,1,5,4831.67,0,86.4,13.3,43.0,-1.4
C_1b9e53f0,1,12,6968.0,0,34.0,18.5,43.0,-5.0
C_07f44a5b,1,6,1927.06,1,52.0,9.6,14.0,1.4
C_cf5a8ed7,1,11,14954.99,1,107.8,9.0,10.0,-7.7
C_b2edd57e,0,8,2299.99,1,51.5,3.8,86.0,-8.5
C_a0adb10d,1,6,4291.18,0,50.1,33.7,45.0,-5.7
C_8e323eb8,1,9,3871.11,2,42.3,11.2,36.0,-4.4
C_ed802730,1,8,7395.42,2,31.4,16.4,65.0,-5.0
C_cd2fb274,0,14,12061.26,1,50.8,9.9,79.0,-5.6
C_3631e0af,0,8,1688.63,1,85.9,27.9,73.0,2.4
C_63e6deab,1,9,3344.36,0,83.7,11.9,1.0,6.0
C_f970708f,1,7,9183.63,1,70.3,15.3,36.0,-3.8
C_a3b2046e,1,7,15226.32,0,101.2,3.3,28.0,0.6
C_e4193f7d,0,15,2559.53,2,5.0,29.6,82.0,-7.4
C_f06e3f4e,0,9,1874.61,0,61.8,14.2,53.0,-3.6
C_f6140870,1,15,14676.93,1,35.2,30.0,3.0,-0.2
C_e545321e,1,9,8246.0,0,129.5,6.0,-11.0,-8.0
C_1d8892ea,1,8,9698.2,0,51.0,7.6,76.0,1.5
C_d05a4c72,1,8,2357.92,1,86.0,6.7,35.0,-7.4
C_08d80282,1,18,2345.53,1,94.9,9.2,34.0,3.1
C_44bf3085,0,7,3825.15,0,46.9,18.7,26.0,2.1
C_a6885b11,0,8,1005.26,0,92.5,0.5,14.0,3.7
C_c3bbbbf2,1,14,6721.99,0,96.5,11.5,36.0,3.1
C_6b5286c5,0,4,1426.51,0,87.6,4.2,55.0,8.6
C_0c841029,0,11,14480.02,0,41.7,3.1,34.0,0.0
C_9164141c,1,10,5414.21,1,9.9,16.7,61.0,-11.7
C_595dc091,0,14,14620.04,2,134.8,15.0,52.0,-2.2
C_e0d04a99,1,13,6253.15,0,49.8,20.6,58.0,-5.7
C_b3b2899e,1,12,352.95,3,95.2,15.9,40.0,-11.2
C_d0d9c4e4,1,7,13943.33,1,43.7,13.8,31.0,4.7
C_698c8bfe,1,9,6486.28,0,133.4,6.4,6.0,-4.8
C_b57fa59c,1,7,11732.87,0,42.6,2.7,60.0,-11.9
C_a8fcd892,0,9,2478.3,0,63.5,18.0,41.0,-6.9
C_a7b3387a,0,14,12271.29,1,141.3,9.4,29.0,10.6
C_56dce9e7,0,19,12482.22,1,5.0,16.0,7.0,5.2
C_989065e1,1,10,7028.37,1,102.2,12.0,67.0,1.4
C_37213828,0,9,648.45,1,59.1,0.5,35.0,0.8
C_d7160008,1,11,4677.94,1,84.8,16.8,82.0,-8.4
C_d92d374c,1,10,9279.04,0,47.8,5.7,-17.0,-8.9
C_1564b6b5,1,9,6641.99,0,117.3,20.6,43.0,0.3
C_2f375076,1,16,9207.58,1,31.6,0.5,1.0,6.5
C_fa5df82c,1,8,12085.72,0,61.3,31.0,17.0,-9.1
C_522818da,1,13,460.87,0,92.7,6.0,28.0,-3.6
C_48397847,1,5,3085.53,0,31.3,16.7,51.0,-1.6
C_66b6da3f,1,10,4737.23,1,64.5,4.9,42.0,-5.9
C_b2558f64,1,17,2691.8,1,24.1,6.2,21.0,-4.1
C_0914348b,1,12,10500.92,2,45.9,18.9,18.0,-9.2
C_77151495,1,7,2521.49,0,151.9,10.0,-8.0,-1.1
C_0ce45b9a,1,10,12142.67,0,107.0,10.7,20.0,-2.0
C_30f44223,1,8,14475.28,0,83.3,20.5,16.0,0.7
C_fe63a7dd,0,10,5002.13,0,72.9,13.9,65.0,-4.2
C_42b41c13,1,7,5425.15,2,5.2,16.5,25.0,1.3
C_1ada37df,1,8,372.83,0,53.5,5.8,25.0,-1.0
C_bd6f1af1,0,8,1201.37,0,92.3,18.7,40.0,4.4
C_3f1cfdc6,0,16,2141.64,2,44.5,13.1,69.0,-4.6
C_ec939945,1,6,15100.58,1,72.6,16.3,69.0,2.7
C_a1f9450a,0,10,4496.9,0,24.9,15.6,95.0,-4.3
C_fb6bb721,0,15,4255.21,0,21.9,23.3,-0.0,0.8
C_92ace11a,1,9,6787.48,1,139.8,17.0,39.0,5.0
C_c5c72d76,0,11,10784.03,0,134.5,0.5,32.0,4.0
C_f0714485,1,6,4822.12,0,57.0,6.1,-11.0,-4.2
C_762245dc,0,5,15284.49,0,32.8,14.3,6.0,-6.2
C_44d4ad36,1,9,10442.56,1,27.0,16.0,58.0,2.8
C_43074d80,0,8,2343.9,1,74.1,0.5,48.0,-5.7
C_1c712aa4,1,11,1139.97,0,127.7,2.1,48.0,2.9
C_ad3cbf1d,1,9,6583.58,0,35.5,22.9,46.0,-10.2
C_a67e4ca6,0,6,6663.32,0,67.0,31.7,-7.0,-0.2
C_5fec2123,1,9,7354.5,0,65.2,0.5,8.0,-5.2
C_ff094e5b,0,13,7331.08,0,118.3,14.6,22.0,-13.0
C_ff36d962,1,11,12164.03,3,69.8,12.5,56.0,-7.6
C_72705006,0,11,11350.92,0,11.1,22.1,38.0,-5.3
C_0146b396,1,11,8533.47,0,86.3,17.0,58.0,8.5
C_53ee9976,0,11,268.85,3,66.0,20.3,84.0,-21.0
C_b710c58b,0,9,6191.42,0,29.6,0.5,-5.0,-5.0
C_f212d41f,1,9,1406.36,0,97.1,11.9,32.0,-5.1
C_c87bd390,1,9,2215.71,0,49.1,2.9,32.0,-8.8
C_d53ed2dd,1,13,2628.8,0,71.7,3.2,14.0,-5.3
C_ecf9afc1,1,4,9887.86,0,65.1,0.5,46.0,-3.9
C_65e2c653,0,14,5306.7,0,49.5,14.3,100.0,-7.0
C_69c9332d,0,7,15154.97,0,31.6,15.3,11.0,-0.9
C_5c30f59a,1,9,10360.46,0,79.6,18.3,50.0,6.5
C_e37d38ed,1,10,9610.84,1,17.3,8.0,9.0,-3.3
C_ea3e9077,1,14,6262.49,0,92.5,25.8,-10.0,-7.1
C_83ea4190,1,9,3003.89,1,30.1,2.7,20.0,-3.7
C_61f45a26,1,10,2450.61,0,19.2,0.5,42.0,-5.1
C_5a1b7d39,1,10,3718.98,1,109.1,14.2,45.0,3.6
C_b3da3de1,1,9,147.07,0,63.3,5.2,79.0,-5.8
C_040817bb,0,10,2356.77,0,5.0,17.3,42.0,-0.1
C_552edf08,0,12,12428.14,0,59.6,5.4,35.0,-1.3
C_87ca211d,1,12,8326.75,1,81.4,6.2,56.0,-2.4
C_3f18a563,1,9,12049.8,0,82.4,5.4,41.0,-9.8
C_e5091d28,1,12,6204.78,1,32.9,4.7,34.0,-6.7
C_0da2f053,1,8,5405.82,1,37.9,12.0,30.0,-4.1
C_976d9b3e,1,12,11766.93,0,65.7,14.4,51.0,-10.1
C_8a2f65a8,1,11,15544.07,0,96.3,4.7,48.0,-8.9
C_c0d69639,1,10,5836.62,2,14.0,0.5,28.0,-5.9
C_bf9af35e,0,14,2539.61,0,16.0,17.0,71.0,-0.9
C_9a08afb1,0,11,12239.59,2,108.0,15.9,56.0,5.4
C_1aec3a23,1,13,3654.05,0,102.6,19.1,59.0,-1.4
C_352a5441,1,10,1372.92,1,27.0,1.6,12.0,-2.2
C_4d0af4b1,1,8,5849.99,1,46.4,3.7,22.0,-2.6
C_1e55016c,1,10,1640.91,1,133.8,20.2,73.0,-5.0
C_92689a7c,0,9,6822.31,1,90.8,21.0,61.0,-3.6
C_d84972b7,0,10,5409.22,3,58.3,7.9,-0.0,0.4
C_50cf56b5,1,12,11274.17,0,100.0,2.5,43.0,2.7
C_3b40a201,1,10,3826.82,0,43.1,5.0,59.0,-17.6
C_caf26b4f,1,12,6804.11,2,65.5,2.3,9.0,1.3
C_2d1eac03,1,10,10916.9,1,49.2,20.0,60.0,-4.8
C_037f9c2d,0,9,4981.04,0,84.8,19.1,36.0,-0.0
C_da8bec5b,1,14,6274.86,1,84.6,12.8,73.0,-0.8
C_6364cbb6,1,13,7703.48,2,67.8,5.2,32.0,-3.8
C_b1eac1cc,1,6,4617.47,0,77.6,3.2,-1.0,0.2
C_690fc0b3,0,15,3904.47,1,99.8,5.8,48.0,-1.3
C_59c9edf5,1,9,1172.14,0,76.3,3.1,7.0,-3.2
C_4931ec7d,1,5,5607.51,2,67.9,14.3,21.0,-3.7
C_e4a184c3,1,11,8568.73,1,74.9,19.6,-10.0,-8.9
C_6abe16aa,1,7,21734.54,0,102.4,19.9,15.0,-2.9
C_cb3a5a51,1,11,5786.32,2,27.7,3.2,69.0,-14.9
C_7230b5f2,0,8,15577.99,1,74.6,6.0,39.0,-1.3
C_9012ce18,0,13,7504.29,0,5.0,6.5,29.0,1.5
C_a60b4ca2,1,9,4303.3,1,50.1,22.2,13.0,-11.7
C_d17402bb,0,9,6039.83,0,126.0,0.5,40.0,-4.7
C_0ea3b5d2,1,6,3552.15,1,32.3,12.0,29.0,5.5
C_3dae98c9,0,10,7141.02,0,5.0,3.3,95.0,10.1
C_5a09931e,1,8,8944.46,2,26.9,10.1,36.0,-3.6
C_ca6740b0,0,6,1038.66,0,84.9,18.9,46.0,-2.6
C_ce45fc76,0,9,5768.9,0,55.4,8.8,19.0,-3.4
C_5bb0a0e1,0,5,13357.88,1,24.8,4.5,35.0,-2.1
C_17ab4c07,1,9,15014.37,0,102.3,19.5,47.0,4.4
C_56e3b92a,0,10,3344.17,0,75.0,13.3,12.0,-3.0
C_94693027,1,7,6090.02,0,19.5,16.8,50.0,-11.2
C_f3705906,1,9,11890.54,0,52.2,14.6,38.0,-1.5
C_b3644b7f,1,13,4306.46,0,134.6,0.5,-22.0,-5.3
C_505002f7,1,9,7833.23,2,49.2,25.1,56.0,-9.7
C_cac2a7dc,0,10,795.25,2,5.0,10.0,47.0,-9.7
C_9d06ce0a,0,10,3797.22,0,76.5,20.4,41.0,-3.7
C_e5d8ab31,1,9,1786.84,0,73.4,8.5,19.0,0.8
C_fc0515d1,1,9,8047.51,1,106.6,17.7,97.0,0.4
C_e03707be,1,8,8852.13,4,46.3,22.1,20.0,4.2
C_2b7fdd5b,1,12,11237.55,0,75.5,20.8,-40.0,-7.5
C_18130bfc,1,3,7437.39,0,68.6,13.1,48.0,-5.2
C_d4e1e45c,0,12,6201.58,1,59.8,8.6,32.0,0.8
C_cbc36bf0,0,11,17978.17,0,71.3,0.5,-1.0,1.3
C_0877034e,1,9,5670.51,2,81.1,0.5,29.0,-6.1
C_00288943,1,8,16869.27,0,79.3,23.2,33.0,-7.1
C_44082a69,0,12,2971.25,1,92.1,3.8,16.0,-0.2
C_7177d044,1,8,8996.24,0,5.0,20.0,38.0,2.3
C_183adae4,1,12,2720.38,2,7.7,21.1,44.0,-4.4
C_b7a09c68,1,12,82.21,1,67.5,16.6,34.0,-0.2
C_cac1df8d,0,7,8392.04,1,64.1,15.9,12.0,-3.0
C_88124a2b,0,6,12294.9,0,24.4,0.5,47.0,-6.9
C_45193ff0,1,8,8311.06,0,48.3,0.5,-5.0,1.4
C_4334aea6,0,12,1205.19,1,31.1,5.4,45.0,-4.4
C_82b90bd4,0,14,30279.45,0,80.6,28.5,43.0,-12.1
C_0fe51bed,0,8,13390.02,0,28.8,25.7,30.0,-6.9
C_13de1b64,0,9,11533.4,0,67.5,12.4,22.0,-16.5
C_2db85bb2,1,7,2529.25,1,95.9,24.9,4.0,13.2
C_a26ff017,0,11,623.84,1,29.5,2.7,22.0,4.8
C_862a828f,0,12,3041.13,1,13.1,8.3,15.0,-10.9
C_1e2dc157,0,3,12569.85,0,33.4,27.9,10.0,-6.5
C_fee339da,0,11,1934.23,1,29.5,33.0,5.0,-1.6
C_13c5ef1b,0,10,2477.43,2,61.4,19.7,68.0,6.6
C_7570ad2a,1,8,8776.83,1,5.0,0.5,54.0,1.3
C_dbdb0357,1,12,7234.38,0,116.2,25.5,96.0,-1.7
C_c28e1d60,1,11,392.19,0,16.0,9.3,41.0,-6.5
C_7402eb8d,1,5,2638.43,2,12.8,19.2,53.0,-0.1
C_22a7da08,1,9,15065.28,0,62.1,13.0,33.0,-0.4
C_13702b92,0,6,7499.03,0,55.7,22.1,73.0,-2.8
C_2870b429,0,12,4544.75,0,108.0,12.5,34.0,-3.5
C_6a312115,1,13,4055.38,0,50.4,39.3,59.0,-5.7
C_3824b007,1,7,2469.42,2,50.0,21.7,40.0,4.7
C_28aa6849,0,12,10129.89,1,82.7,0.5,81.0,-13.1
C_a4b8c047,1,8,9165.06,1,93.2,0.5,23.0,-1.1
C_445560aa,0,6,12921.75,0,5.0,0.5,64.0,-2.9
C_eee2b080,1,11,5432.45,0,62.3,17.9,32.0,-14.8
C_cfdcd1fb,1,8,6566.93,2,135.4,21.6,14.0,-5.3
C_0fa0190e,1,5,14981.37,1,38.2,0.5,34.0,-9.1
C_96d782b2,1,6,14329.61,2,65.3,24.2,-21.0,-9.2
C_8c3d7f2c,0,6,7512.37,2,95.7,15.5,58.0,-7.7
C_affc91da,1,12,21436.13,0,77.0,28.2,52.0,4.5
C_d4963e40,0,14,9265.0,2,23.2,2.3,82.0,-3.4
C_8f269c3b,1,6,12299.23,1,57.6,14.9,11.0,1.5
C_a7656af8,1,13,5311.14,0,16.6,14.8,16.0,-10.2
C_3c43c424,1,9,466.83,0,22.6,4.3,3.0,-6.7
C_bbf7c3b0,1,10,1126.46,0,98.8,0.5,44.0,-5.6
C_01f1396c,1,11,6271.31,0,90.0,21.3,25.0,-2.0
C_0c82b8e5,1,5,3519.49,0,122.5,14.3,14.0,0.2
C_4340ea6e,0,6,7380.1,0,92.3,15.9,45.0,-1.4
C_b32baad3,1,11,2180.56,0,55.0,25.6,63.0,-7.8
C_05736452,1,12,2771.17,1,24.5,11.6,38.0,1.4
C_91387a42,1,6,10090.96,1,108.9,15.1,23.0,-6.7
C_8796ef39,0,17,4887.48,3,81.9,15.5,64.0,-1.4
C_efdc9962,1,5,4495.55,2,88.0,15.8,29.0,-11.2
C_9ea43b11,0,14,1908.39,0,80.1,0.5,28.0,-4.5
C_dd4d0f04,0,13,5162.16,1,101.5,11.8,48.0,0.1
C_1382c1a5,1,15,14233.71,0,6.7,23.6,18.0,-2.4
C_d8878d65,0,9,6089.03,1,17.5,10.7,61.0,-7.9
C_c6dd785a,0,6,5551.2,2,29.5,7.3,12.0,0.3
C_42602325,1,11,3760.66,0,72.7,21.7,20.0,-7.7
C_98a7e5ec,1,9,9121.52,1,44.0,12.1,6.0,-13.5
C_c3798b3d,0,10,3429.79,1,99.5,5.7,57.0,3.2
C_cdb11ea3,0,10,4477.94,0,59.4,3.4,69.0,-9.0
C_03786a02,0,9,710.86,0,141.2,11.5,31.0,1.7
C_ea57be27,0,10,8523.89,2,120.0,5.4,46.0,-4.4
C_65ca8051,1,12,2893.58,0,64.9,21.0,44.0,0.9
C_f5b20472,0,7,3693.71,2,12.5,4.4,42.0,-7.7
C_39535e3d,1,13,958.56,0,84.1,14.8,6.0,2.1
C_32ccf5bd,1,7,11451.84,0,21.0,16.2,19.0,-6.3
C_e8a79018,1,11,3452.07,1,25.9,18.3,54.0,-4.6
C_319819dd,0,5,9255.16,0,46.2,27.7,65.0,-15.9
C_836ef337,0,13,3355.14,0,45.5,0.5,59.0,-12.7
C_b844e3bf,1,9,17137.18,3,79.3,18.1,35.0,1.5
C_484ebfc9,1,13,13941.62,1,71.5,18.2,55.0,-7.0
C_2657deff,1,9,8368.58,1,24.7,1.1,-3.0,-14.8
C_0e8abb61,1,11,613.56,3,49.7,14.6,-15.0,-6.7
C_1df12d1b,1,10,8343.44,2,12.4,7.8,1.0,0.2
C_41d50c1c,0,17,4238.1,1,74.1,26.0,100.0,-10.2
C_298d43ba,0,8,4078.84,1,5.0,6.3,87.0,3.2
C_70ff641d,1,4,7986.42,0,51.8,9.8,-5.0,-6.3
C_38ea72fd,1,6,3706.92,1,37.4,8.2,29.0,-5.3
C_dc9e642c,0,6,8771.87,0,79.1,3.6,24.0,-7.6
C_36b42adc,0,9,146.69,1,31.7,0.5,67.0,-14.3
C_c192f471,0,8,10709.27,0,30.3,3.7,51.0,-4.9
C_4d7e9e13,0,16,11874.81,2,73.9,13.4,26.0,-3.6
C_97235b2c,1,8,11830.7,1,75.7,14.8,49.0,-0.9
C_676bf9da,1,11,22525.46,0,23.4,20.1,54.0,-7.7
C_12ed5bdb,1,12,10450.31,0,80.6,22.5,-12.0,-12.9
C_dcd53e02,1,4,10255.82,0,146.0,16.0,48.0,7.2
C_9a855455,1,18,8780.77,0,43.5,20.0,35.0,-2.0
C_ab68fb09,0,9,17295.45,0,17.0,17.2,6.0,-3.6
C_b139d461,1,10,8415.07,1,61.9,1.0,20.0,3.2
C_0af78dd6,1,12,1663.5,1,11.6,15.8,42.0,-9.0
C_26cbd581,0,7,10461.56,0,50.9,12.1,38.0,-10.0
C_59c1a8ea,1,5,1128.68,1,42.3,6.4,30.0,0.6
C_0b801095,1,9,7102.91,1,84.2,12.1,27.0,7.6
C_22ebf9a2,1,13,6441.73,0,5.0,15.6,36.0,-11.6
C_b4a35582,1,13,17209.18,0,5.0,10.0,-5.0,-3.4
C_cd713cf8,0,3,17704.48,0,73.4,21.9,78.0,-1.2
C_3e45f240,1,8,819.14,0,79.0,15.4,26.0,-0.6
C_fd350762,1,7,12406.74,0,5.0,20.7,48.0,-5.1
C_389b988b,1,11,7483.88,0,113.2,24.6,75.0,-8.8
C_77c50d21,1,11,4888.77,1,90.6,8.0,63.0,-15.7
C_ff6e8448,1,7,126.4,1,36.5,7.6,43.0,8.8
C_44f3351a,1,11,21353.02,0,63.3,23.6,32.0,6.3
C_9840b349,1,9,7504.98,0,5.0,4.3,34.0,-7.3
C_2a493c5c,1,16,11998.46,0,84.6,11.0,-6.0,-3.3
C_ca15d339,1,12,3515.69,0,30.4,7.1,5.0,-7.0
C_5dad1630,1,9,1220.41,0,47.5,2.1,41.0,-5.2
C_b3e678af,0,9,5190.85,0,56.2,17.0,26.0,-4.2
C_760924c3,1,9,3137.27,0,102.3,9.3,-2.0,-10.7
C_e19ed44e,0,12,5452.77,2,76.4,2.7,42.0,-3.8
C_757a9a34,0,8,2023.28,0,47.4,21.3,54.0,-2.7
C_b4b802c5,1,7,9955.19,2,39.4,0.5,64.0,-13.2
C_84b2d53d,1,6,2335.17,0,67.9,10.5,48.0,-7.7
C_f7dc1917,1,12,5179.93,0,57.0,20.9,19.0,-11.8
C_e9711959,0,14,6644.46,2,51.5,21.2,52.0,-9.7
C_0d5a782a,1,7,7191.35,1,60.2,16.3,42.0,-4.8
C_ebcfb4e2,1,10,13026.05,0,50.5,3.2,12.0,-4.3
C_5ee3dfd8,0,6,2690.87,0,5.2,13.6,11.0,-4.3
C_285e7e0a,1,11,8991.77,0,58.0,15.6,56.0,9.2
C_50e24a03,0,9,10285.19,2,59.2,7.6,43.0,-1.5
C_0c80ce54,0,11,11900.96,0,64.7,15.8,41.0,-1.0
C_5dd010c8,1,9,4890.42,0,24.9,0.5,37.0,-2.6
C_5d12c0b5,0,10,6783.73,0,32.0,0.5,50.0,-12.0
C_6fb288a9,1,9,17012.53,0,117.4,5.6,22.0,-4.1
C_31216582,1,15,4306.16,1,34.1,18.9,32.0,-3.3
C_d1f2e030,0,11,8384.46,1,77.8,20.6,54.0,1.1
C_6b09da02,1,11,10462.77,0,32.1,0.5,36.0,-10.0
C_8867ced9,0,14,2178.29,1,5.0,26.7,16.0,-6.7
C_54e4e5e8,1,10,17836.77,2,56.4,12.9,18.0,-9.8
C_5b948375,1,7,8496.51,0,81.4,0.5,36.0,-7.3
C_a5864ec3,0,13,8636.52,1,48.3,15.0,-30.0,-5.1
C_71e5ea2c,1,14,6634.19,1,5.0,24.7,79.0,-10.5
C_991682f6,1,10,10561.81,1,5.0,7.2,31.0,1.7
C_2b74f3d2,1,10,8544.87,1,100.4,21.8,47.0,-9.2
C_9de3508a,0,6,16369.34,0,59.5,26.4,51.0,0.8
C_e74d9a0d,1,12,2821.14,0,81.3,12.4,41.0,-6.0
C_23144b70,0,12,1913.61,1,68.1,4.5,1.0,-6.1
C_eb119ee2,1,11,224.33,0,19.7,23.7,8.0,1.9
C_7b505772,1,10,1465.15,1,51.0,23.7,-2.0,0.6
C_69d3e639,1,5,2831.93,1,5.0,0.5,62.0,-0.5
C_b69af48c,1,10,14031.12,1,93.1,11.0,-4.0,-13.6
C_4be9aac1,1,13,14293.89,0,71.2,19.2,18.0,4.1
C_9476290b,1,12,3629.46,1,85.9,19.8,68.0,5.6
C_3834f44d,0,7,2250.68,1,105.2,9.1,7.0,-4.8
C_3ce8ce8b,1,4,7708.37,0,47.5,2.4,39.0,-9.0
C_3e055525,1,7,9871.73,1,34.1,27.7,54.0,-10.5
C_351cee94,1,10,16574.08,2,56.3,12.9,34.0,-5.0
C_02702f0a,1,3,539.64,0,104.4,10.2,39.0,-9.8
C_d4384127,0,10,4182.51,1,5.2,6.1,48.0,-4.5
C_52452bcd,0,12,8040.04,1,60.7,10.0,80.0,-6.6
C_c92c6966,1,8,17070.93,0,88.2,0.5,12.0,-11.2
C_59109a70,0,10,6398.43,0,70.8,22.0,24.0,-7.3
C_0a852331,1,8,6368.01,0,97.6,9.3,51.0,-2.7
C_43a92112,0,10,6255.23,0,6.3,0.5,30.0,-8.7
C_f77ab9cd,1,14,4975.23,1,98.1,2.2,21.0,-5.3
C_dc08fc6f,0,10,5127.53,1,38.2,21.6,61.0,2.2
C_a66302d9,1,5,655.97,0,5.0,10.6,-21.0,-7.7
C_e49802f5,0,13,12090.23,0,48.6,4.1,63.0,-8.8
C_bd2ab049,0,5,2652.5,0,30.6,13.3,75.0,-2.5
C_bfa188da,0,12,1292.77,0,54.3,9.0,30.0,3.8
C_5ecff419,0,11,1169.78,1,6.8,13.1,2.0,-0.6
C_04c1e94a,1,6,4036.4,1,55.7,15.2,39.0,-7.2
C_7260cb1c,1,6,16914.76,1,39.9,3.8,47.0,-7.2
C_b2afc46b,1,6,3941.62,1,129.6,6.2,-6.0,-6.1
C_0ed47266,1,12,504.08,0,66.1,4.7,37.0,-5.2
C_d80cc8c8,1,6,5176.72,1,68.0,5.0,84.0,11.8
C_af8e52f3,0,8,17285.59,0,52.0,5.7,67.0,-2.4
C_0744f982,0,13,1480.23,0,103.7,9.1,48.0,7.7
C_3b238095,1,12,3267.04,1,77.0,5.9,45.0,1.9
C_531ee383,0,12,1493.06,0,113.0,13.6,36.0,-18.2
C_9c63b6f9,1,6,5901.35,1,96.9,8.9,39.0,-6.1
C_a8dc7683,1,9,9817.69,0,46.5,4.9,33.0,-3.4
C_be4230ef,1,4,12048.19,1,85.5,0.5,40.0,-2.0
C_817a4cbd,0,12,2320.02,0,88.5,3.0,-6.0,-2.6
C_97eaf78f,1,8,1655.92,1,93.1,8.4,-19.0,-13.4
C_7a32bfff,1,5,2737.16,0,74.0,21.6,16.0,-13.6
C_928d9160,1,8,9791.45,0,13.0,11.3,61.0,-3.3
C_6484dba4,0,14,3820.06,1,59.0,0.5,50.0,-5.5
C_d41aa845,0,16,748.71,3,63.9,13.0,56.0,4.6
